transaction_id,date,customer_id,product_name,category,quantity,unit_price,total_amount,region,payment_method,shipping_cost
T3599,2022-02-19,C2174,Water Bottle,Sports,1,24.99,24.99,South,Gift Card,4.99
T3600,2022-02-19,C1085,Coffee Maker,Home,1,89.99,89.99,West,PayPal,0.0
T3601,2022-02-19,C3910,Wireless Earbuds,Electronics,1,79.99,79.99,Central,Debit Card,4.99
T3602,2022-02-19,C2445,Coffee Maker,Home,1,89.99,89.99,South,Gift Card,4.99
T3603,2022-02-19,C2852,Desk Lamp,Home,1,39.99,39.99,West,Gift Card,4.99
T3604,2022-02-19,C3725,Water Bottle,Sports,1,24.99,24.99,West,Debit Card,9.99
T3605,2022-02-19,C1888,Notebook Set,Office,1,14.99,14.99,South,Debit Card,9.99
T3606,2022-02-19,C2488,Bluetooth Speaker,Electronics,2,69.99,139.98,West,Gift Card,4.99
T3607,2022-02-19,C2609,Bluetooth Speaker,Electronics,1,69.99,69.99,South,Gift Card,0.0
T3608,2022-02-19,C2230,Notebook Set,Office,1,14.99,14.99,Central,Gift Card,0.0
T3609,2022-02-19,C3259,Running Shoes,Sports,3,119.99,359.97,South,Gift Card,9.99
T3610,2022-02-19,C2814,Desk Lamp,Home,2,39.99,79.98,North,Debit Card,4.99
T3611,2022-02-19,C2119,Backpack,Office,2,59.99,119.98,Central,Debit Card,9.99
T3612,2022-02-19,C4280,Desk Lamp,Home,3,39.99,119.97,South,Debit Card,4.99
T3613,2022-02-19,C4555,Water Bottle,Sports,1,24.99,24.99,South,Gift Card,4.99
T3614,2022-02-19,C3508,Backpack,Office,3,59.99,179.97,Central,Credit Card,9.99
T3615,2022-02-19,C1351,Yoga Mat,Sports,1,29.99,29.99,North,Credit Card,0.0
T3616,2022-02-19,C2283,Water Bottle,Sports,1,24.99,24.99,East,Debit Card,9.99
T3617,2022-02-19,C2259,Coffee Maker,Home,1,89.99,89.99,North,PayPal,9.99
T3618,2022-02-19,C4392,Water Bottle,Sports,1,24.99,24.99,West,Gift Card,4.99
T3619,2022-02-19,C2242,Kitchen Knife Set,Home,1,99.99,99.99,North,Debit Card,0.0
T3620,2022-02-19,C3180,Coffee Maker,Home,1,89.99,89.99,Central,Gift Card,0.0
T3621,2022-02-19,C2923,Notebook Set,Office,2,14.99,29.98,East,Debit Card,0.0
T3622,2022-02-19,C4724,Bluetooth Speaker,Electronics,1,69.99,69.99,West,Credit Card,0.0
T3623,2022-02-19,C2936,Coffee Maker,Home,1,89.99,89.99,West,Gift Card,0.0
T3624,2022-02-19,C4350,Wireless Earbuds,Electronics,2,79.99,159.98,East,Gift Card,9.99
T3625,2022-02-19,C4661,Backpack,Office,1,59.99,59.99,North,Gift Card,9.99
T3626,2022-02-19,C2391,Backpack,Office,1,59.99,59.99,North,PayPal,0.0
T3627,2022-02-19,C2612,Coffee Maker,Home,1,72.89,72.89,South,Credit Card,9.99
T3628,2022-02-19,C2313,Running Shoes,Sports,1,119.99,119.99,East,Credit Card,4.99
T3629,2022-02-19,C3026,Backpack,Office,1,59.99,59.99,North,Gift Card,0.0
T3630,2022-02-19,C1786,Water Bottle,Sports,2,24.99,49.98,Central,PayPal,9.99
T3631,2022-02-19,C4710,Wireless Earbuds,Electronics,1,79.99,79.99,South,Credit Card,9.99
T3632,2022-02-19,C2077,Running Shoes,Sports,1,119.99,119.99,West,Gift Card,4.99
T3633,2022-02-19,C4111,Wireless Earbuds,Electronics,2,79.99,159.98,West,Credit Card,4.99
T3634,2022-02-19,C4795,Notebook Set,Office,2,13.86,27.71,Central,Credit Card,9.99
T3635,2022-02-19,C4704,Backpack,Office,1,49.56,49.56,West,Gift Card,4.99
T3636,2022-02-19,C2107,Wireless Earbuds,Electronics,1,79.99,79.99,West,PayPal,4.99
T3637,2022-02-19,C4211,Notebook Set,Office,1,14.99,14.99,West,Gift Card,9.99
T3638,2022-02-19,C2071,Water Bottle,Sports,1,20.47,20.47,Central,Debit Card,4.99
T3639,2022-02-19,C4741,Laptop Stand,Electronics,1,49.99,49.99,West,Credit Card,9.99
T3640,2022-02-19,C4669,Water Bottle,Sports,1,24.99,24.99,North,Credit Card,0.0
T3641,2022-02-19,C1725,Yoga Mat,Sports,3,29.99,89.97,East,Credit Card,0.0
T3642,2022-02-19,C4190,Backpack,Office,1,59.99,59.99,North,Credit Card,0.0
T3643,2022-02-19,C4564,Kitchen Knife Set,Home,1,91.13,91.13,Central,Credit Card,0.0
T3644,2022-02-19,C4569,Backpack,Office,1,59.99,59.99,West,PayPal,9.99
T3645,2022-02-19,C1230,Yoga Mat,Sports,1,29.99,29.99,South,Debit Card,9.99
T3646,2022-02-19,C3941,Yoga Mat,Sports,1,29.99,29.99,North,Credit Card,4.99
T3647,2022-02-19,C1204,Bluetooth Speaker,Electronics,1,69.99,69.99,North,Gift Card,4.99
T3648,2022-02-19,C2949,Bluetooth Speaker,Electronics,2,69.99,139.98,South,Gift Card,9.99
T3649,2022-02-19,C2179,Kitchen Knife Set,Home,1,99.99,99.99,Central,Credit Card,4.99
T3650,2022-02-19,C1325,Coffee Maker,Home,1,89.99,89.99,South,Debit Card,4.99
T3651,2022-02-19,C3356,Coffee Maker,Home,1,89.99,89.99,South,Credit Card,9.99
T3652,2022-02-19,C4475,Yoga Mat,Sports,1,29.99,29.99,East,Debit Card,0.0
T3653,2022-02-19,C3426,Desk Lamp,Home,1,39.99,39.99,East,Gift Card,9.99
T3654,2022-02-19,C2747,Bluetooth Speaker,Electronics,1,69.99,69.99,East,PayPal,9.99
T3655,2022-02-19,C3682,Running Shoes,Sports,1,119.99,119.99,East,PayPal,0.0
T3656,2022-02-19,C4697,Yoga Mat,Sports,1,25.46,25.46,North,Gift Card,0.0
T3657,2022-02-19,C3933,Bluetooth Speaker,Electronics,2,69.99,139.98,West,,9.99
T3658,2022-02-19,C4753,Bluetooth Speaker,Electronics,3,60.73,182.18,East,Credit Card,9.99
T3659,2022-02-19,C2306,Laptop Stand,Electronics,2,49.99,99.98,West,PayPal,9.99
T3660,2022-02-19,C2229,Phone Case,Electronics,2,19.99,39.98,West,PayPal,9.99
T3661,2022-02-19,C3405,Kitchen Knife Set,Home,1,99.99,99.99,South,Credit Card,9.99
T3662,2022-02-19,C4604,Water Bottle,Sports,3,24.99,74.97,West,PayPal,4.99
T3663,2022-02-19,C2902,Phone Case,Electronics,1,19.99,19.99,West,Debit Card,0.0
T3664,2022-02-19,C2718,Kitchen Knife Set,Home,3,99.99,299.97,North,,4.99
T3665,2022-02-19,C3589,Desk Lamp,Home,3,39.99,119.97,South,Gift Card,4.99
T3666,2022-02-19,C4348,Wireless Earbuds,Electronics,2,79.99,159.98,South,Debit Card,9.99
T3667,2022-02-19,C1067,Coffee Maker,Home,3,89.99,269.97,West,Gift Card,0.0
T3668,2022-02-19,C1088,Laptop Stand,Electronics,1,49.99,49.99,West,Gift Card,0.0
T3669,2022-02-19,C4497,Laptop Stand,Electronics,1,49.99,49.99,Central,PayPal,0.0
T3670,2022-02-20,C3964,Running Shoes,Sports,1,119.99,119.99,West,Gift Card,4.99
T3671,2022-02-20,C3727,Coffee Maker,Home,1,89.99,89.99,North,PayPal,0.0
T3672,2022-02-20,C3891,Yoga Mat,Sports,3,29.99,89.97,West,PayPal,0.0
T3673,2022-02-20,C3024,Running Shoes,Sports,1,119.99,119.99,South,Gift Card,4.99
T3674,2022-02-20,C3586,Wireless Earbuds,Electronics,2,79.99,159.98,South,PayPal,9.99
T3675,2022-02-20,C2757,Laptop Stand,Electronics,2,49.99,99.98,Central,Credit Card,9.99
T3676,2022-02-20,C2397,Coffee Maker,Home,2,89.99,179.98,East,Debit Card,4.99
T3677,2022-02-20,C1258,Backpack,Office,3,59.99,179.97,North,Gift Card,4.99
T3678,2022-02-20,C4868,Desk Lamp,Home,1,39.99,39.99,East,Debit Card,4.99
T3679,2022-02-20,C4983,Bluetooth Speaker,Electronics,3,69.99,209.97,West,PayPal,9.99
T3680,2022-02-20,C2356,Water Bottle,Sports,2,24.99,49.98,South,Debit Card,4.99
T3681,2022-02-20,C4733,Bluetooth Speaker,Electronics,1,69.99,69.99,South,Debit Card,0.0
T3682,2022-02-20,C4647,Phone Case,Electronics,1,19.99,19.99,North,PayPal,9.99
T3683,2022-02-20,C1607,Yoga Mat,Sports,2,29.99,59.98,Central,PayPal,0.0
T3684,2022-02-20,C3468,Notebook Set,Office,1,14.99,14.99,East,Credit Card,4.99
T3685,2022-02-20,C4241,Desk Lamp,Home,1,39.99,39.99,East,Debit Card,4.99
T3686,2022-02-20,C1914,Wireless Earbuds,Electronics,1,79.99,79.99,North,PayPal,4.99
T3687,2022-02-20,C1598,Backpack,Office,1,59.99,59.99,East,PayPal,4.99
T3688,2022-02-20,C3196,Water Bottle,Sports,1,24.99,24.99,South,Debit Card,9.99
T3689,2022-02-20,C4012,Backpack,Office,2,53.79,107.58,South,PayPal,0.0
T3690,2022-02-20,C4352,Desk Lamp,Home,1,39.99,39.99,North,PayPal,4.99
T3691,2022-02-20,C3669,Running Shoes,Sports,1,90.6,90.6,West,Credit Card,4.99
T3692,2022-02-20,C1604,Phone Case,Electronics,1,19.99,19.99,West,Gift Card,9.99
T3693,2022-02-20,C4106,Coffee Maker,Home,1,89.99,89.99,East,Credit Card,4.99
T3694,2022-02-20,C3892,Phone Case,Electronics,2,19.99,39.98,,Gift Card,4.99
T3695,2022-02-20,C2322,Coffee Maker,Home,1,89.99,89.99,North,Credit Card,0.0
T3696,2022-02-20,C2510,Water Bottle,Sports,1,24.99,24.99,South,PayPal,9.99
T3697,2022-02-20,C3575,Desk Lamp,Home,1,39.99,39.99,West,PayPal,4.99
T3698,2022-02-20,C4424,Coffee Maker,Home,1,89.99,89.99,North,PayPal,4.99
T3699,2022-02-20,C1161,Backpack,Office,2,59.99,119.98,Central,Credit Card,9.99
T3700,2022-02-20,C3034,Kitchen Knife Set,Home,2,99.99,199.98,North,Credit Card,0.0
T3701,2022-02-20,C3923,Coffee Maker,Home,1,70.43,70.43,South,Credit Card,4.99
T3702,2022-02-20,C2690,Water Bottle,Sports,1,24.99,24.99,East,Credit Card,4.99
T3703,2022-02-20,C3149,Desk Lamp,Home,1,39.99,39.99,West,Gift Card,9.99
T3704,2022-02-20,C1366,Coffee Maker,Home,1,89.99,89.99,South,Gift Card,0.0
T3705,2022-02-20,C4558,Yoga Mat,Sports,1,29.99,29.99,East,Debit Card,0.0
T3706,2022-02-20,C3284,Wireless Earbuds,Electronics,1,79.99,79.99,North,Credit Card,9.99
T3707,2022-02-20,C1173,Kitchen Knife Set,Home,1,99.99,99.99,North,Debit Card,0.0
T3708,2022-02-20,C1563,Coffee Maker,Home,1,89.99,89.99,Central,PayPal,4.99
T3709,2022-02-20,C3745,Desk Lamp,Home,2,39.99,79.98,West,Credit Card,9.99
T3710,2022-02-20,C3742,Laptop Stand,Electronics,3,49.99,149.97,West,Credit Card,0.0
T3711,2022-02-20,C1855,Running Shoes,Sports,1,119.99,119.99,South,Gift Card,0.0
T3712,2022-02-20,C3382,Water Bottle,Sports,2,24.99,49.98,East,Debit Card,4.99
T3713,2022-02-20,C1030,Running Shoes,Sports,1,119.99,119.99,Central,PayPal,4.99
T3714,2022-02-20,C2590,Notebook Set,Office,1,14.99,14.99,South,Debit Card,9.99
T3715,2022-02-20,C2339,Laptop Stand,Electronics,2,49.99,99.98,East,Gift Card,0.0
T3716,2022-02-20,C1118,Bluetooth Speaker,Electronics,2,69.99,139.98,West,Gift Card,0.0
T3717,2022-02-20,C1437,Coffee Maker,Home,3,74.47,223.4,South,Debit Card,9.99
T3718,2022-02-20,C4411,Kitchen Knife Set,Home,1,99.99,99.99,South,PayPal,4.99
T3719,2022-02-20,C3321,Phone Case,Electronics,1,17.5,17.5,East,Debit Card,9.99
T3720,2022-02-20,C1886,Wireless Earbuds,Electronics,2,79.99,159.98,South,PayPal,0.0
T3721,2022-02-20,C2591,Phone Case,Electronics,1,19.99,19.99,East,Gift Card,4.99
T3722,2022-02-20,C4771,Backpack,Office,1,59.99,59.99,West,Gift Card,9.99
T3723,2022-02-20,C3732,Backpack,Office,1,59.99,59.99,South,Credit Card,9.99
T3724,2022-02-20,C4492,Yoga Mat,Sports,1,29.99,29.99,North,Credit Card,0.0
T3725,2022-02-20,C2242,Laptop Stand,Electronics,1,49.99,49.99,West,Gift Card,9.99
T3726,2022-02-20,C1398,Backpack,Office,1,59.99,59.99,North,PayPal,0.0
T3727,2022-02-20,C2733,Bluetooth Speaker,Electronics,2,69.99,139.98,East,Credit Card,4.99
T3728,2022-02-20,C2218,Desk Lamp,Home,1,39.99,39.99,North,Credit Card,4.99
T3729,2022-02-20,C4809,Coffee Maker,Home,1,89.99,89.99,South,Credit Card,9.99
T3730,2022-02-20,C4247,Kitchen Knife Set,Home,1,99.99,99.99,North,Gift Card,0.0
T3731,2022-02-20,C2864,Wireless Earbuds,Electronics,1,71.59,71.59,Central,PayPal,4.99
T3732,2022-02-20,C2964,Wireless Earbuds,Electronics,1,79.99,79.99,North,Debit Card,0.0
T3733,2022-02-21,C2545,Yoga Mat,Sports,1,29.99,29.99,North,Credit Card,4.99
T3734,2022-02-21,C2689,Desk Lamp,Home,1,39.99,39.99,South,Credit Card,9.99
T3735,2022-02-21,C4929,Wireless Earbuds,Electronics,2,79.99,159.98,East,PayPal,9.99
T3736,2022-02-21,C2094,Phone Case,Electronics,1,19.99,19.99,North,PayPal,0.0
T3737,2022-02-21,C4319,Running Shoes,Sports,1,119.99,119.99,North,Credit Card,9.99
T3738,2022-02-21,C3879,Desk Lamp,Home,2,39.99,79.98,West,Debit Card,9.99
T3739,2022-02-21,C3449,Kitchen Knife Set,Home,2,82.27,164.54,East,Gift Card,4.99
T3740,2022-02-21,C3697,Notebook Set,Office,2,14.99,29.98,East,Debit Card,4.99
T3741,2022-02-21,C2667,Kitchen Knife Set,Home,1,99.99,99.99,South,,4.99
T3742,2022-02-21,C4142,Phone Case,Electronics,2,19.99,39.98,East,,9.99
T3743,2022-02-21,C2670,Phone Case,Electronics,1,19.99,19.99,East,Gift Card,0.0
T3744,2022-02-21,C1563,Backpack,Office,1,59.99,59.99,East,PayPal,9.99
T3745,2022-02-21,C3208,Phone Case,Electronics,1,19.99,19.99,South,Credit Card,4.99
T3746,2022-02-21,C3560,Notebook Set,Office,1,14.99,14.99,South,PayPal,9.99
T3747,2022-02-21,C1653,Bluetooth Speaker,Electronics,1,69.99,69.99,Central,Debit Card,0.0
T3748,2022-02-21,C4372,Kitchen Knife Set,Home,1,99.99,99.99,West,Credit Card,9.99
T3749,2022-02-21,C1016,Notebook Set,Office,2,11.55,23.11,East,Debit Card,9.99
T3750,2022-02-21,C4226,Running Shoes,Sports,1,119.99,119.99,East,Gift Card,0.0
T3751,2022-02-21,C4264,Water Bottle,Sports,1,24.99,24.99,East,Gift Card,9.99
T3752,2022-02-21,C1897,Bluetooth Speaker,Electronics,1,69.99,69.99,Central,PayPal,9.99
T3753,2022-02-21,C1435,Desk Lamp,Home,2,39.99,79.98,South,Gift Card,0.0
T3754,2022-02-21,C1771,Kitchen Knife Set,Home,1,99.99,99.99,North,Credit Card,4.99
T3755,2022-02-21,C3846,Coffee Maker,Home,1,89.99,89.99,East,Debit Card,4.99
T3756,2022-02-21,C3219,Laptop Stand,Electronics,2,49.99,99.98,North,Debit Card,0.0
T3757,2022-02-21,C1760,Wireless Earbuds,Electronics,2,61.93,123.86,North,Credit Card,4.99
T3758,2022-02-21,C2728,Phone Case,Electronics,1,19.99,19.99,East,Gift Card,0.0
T3759,2022-02-21,C2405,Kitchen Knife Set,Home,1,99.99,99.99,West,PayPal,0.0
T3760,2022-02-21,C3415,Laptop Stand,Electronics,2,49.99,99.98,West,Credit Card,9.99
T3761,2022-02-21,C3047,Phone Case,Electronics,1,19.99,19.99,East,PayPal,0.0
T3762,2022-02-21,C4527,Laptop Stand,Electronics,1,49.99,49.99,West,Credit Card,4.99
T3763,2022-02-21,C4607,Kitchen Knife Set,Home,2,99.99,199.98,East,Gift Card,0.0
T3764,2022-02-21,C4710,Desk Lamp,Home,1,33.89,33.89,North,Gift Card,4.99
T3765,2022-02-21,C4402,Notebook Set,Office,1,11.98,11.98,North,Gift Card,4.99
T3766,2022-02-21,C3472,Kitchen Knife Set,Home,1,99.99,99.99,West,Credit Card,4.99
T3767,2022-02-21,C3883,Laptop Stand,Electronics,1,49.99,49.99,West,Debit Card,9.99
T3768,2022-02-21,C3430,Desk Lamp,Home,1,35.46,35.46,North,Gift Card,0.0
T3769,2022-02-21,C2125,Notebook Set,Office,2,14.99,29.98,Central,Gift Card,9.99
T3770,2022-02-21,C2037,Bluetooth Speaker,Electronics,1,69.99,69.99,Central,Credit Card,9.99
T3771,2022-02-21,C4695,Notebook Set,Office,1,14.99,14.99,West,PayPal,0.0
T3772,2022-02-21,C2357,Wireless Earbuds,Electronics,1,79.99,79.99,West,Credit Card,9.99
T3773,2022-02-21,C1314,Coffee Maker,Home,1,89.99,89.99,South,Gift Card,4.99
T3774,2022-02-21,C4304,Running Shoes,Sports,3,108.61,325.83,South,Gift Card,0.0
T3775,2022-02-21,C2392,Laptop Stand,Electronics,1,49.99,49.99,Central,Gift Card,0.0
T3776,2022-02-21,C3870,Kitchen Knife Set,Home,1,99.99,99.99,North,Credit Card,0.0
T3777,2022-02-21,C3478,Coffee Maker,Home,1,85.11,85.11,Central,Credit Card,4.99
T3778,2022-02-21,C3862,Phone Case,Electronics,1,19.99,19.99,West,Credit Card,9.99
T3779,2022-02-21,C2508,Notebook Set,Office,1,14.99,14.99,Central,Credit Card,4.99
T3780,2022-02-21,C3875,Phone Case,Electronics,2,16.74,33.47,West,Credit Card,0.0
T3781,2022-02-21,C4885,Yoga Mat,Sports,3,29.99,89.97,East,Gift Card,4.99
T3782,2022-02-21,C4713,Notebook Set,Office,1,14.99,14.99,South,Credit Card,0.0
T3783,2022-02-21,C1804,Coffee Maker,Home,1,70.85,70.85,West,PayPal,9.99
T3784,2022-02-21,C4976,Laptop Stand,Electronics,2,49.99,99.98,South,Gift Card,0.0
T3785,2022-02-22,C2230,Notebook Set,Office,1,11.85,11.85,South,Gift Card,0.0
T3786,2022-02-22,C1461,Water Bottle,Sports,1,22.68,22.68,Central,PayPal,9.99
T3787,2022-02-22,C1561,Notebook Set,Office,2,13.88,27.76,East,Debit Card,4.99
T3788,2022-02-22,C2944,Running Shoes,Sports,2,119.99,239.98,West,Gift Card,0.0
T3789,2022-02-22,C3265,Yoga Mat,Sports,1,29.99,29.99,Central,Credit Card,0.0
T3790,2022-02-22,C4527,Bluetooth Speaker,Electronics,1,59.63,59.63,North,Gift Card,9.99
T3791,2022-02-22,C2011,Yoga Mat,Sports,2,29.99,59.98,West,PayPal,0.0
T3792,2022-02-22,C4081,Laptop Stand,Electronics,2,49.99,99.98,West,Credit Card,4.99
T3793,2022-02-22,C4812,Desk Lamp,Home,3,35.36,106.09,East,Gift Card,4.99
T3794,2022-02-22,C1920,Backpack,Office,2,59.99,119.98,South,Gift Card,9.99
T3795,2022-02-22,C3646,Notebook Set,Office,1,14.99,14.99,South,Debit Card,9.99
T3796,2022-02-22,C4166,Notebook Set,Office,1,14.99,14.99,North,Gift Card,9.99
T3797,2022-02-22,C3300,Wireless Earbuds,Electronics,1,79.99,79.99,North,Debit Card,9.99
T3798,2022-02-22,C2610,Wireless Earbuds,Electronics,1,79.99,79.99,East,Gift Card,9.99
T3799,2022-02-22,C3192,Water Bottle,Sports,1,24.99,24.99,Central,PayPal,4.99
T3800,2022-02-22,C2581,Phone Case,Electronics,2,19.99,39.98,Central,Debit Card,4.99
T3801,2022-02-22,C2402,Water Bottle,Sports,1,21.19,21.19,Central,Credit Card,4.99
T3802,2022-02-22,C2111,Bluetooth Speaker,Electronics,2,69.99,139.98,,Debit Card,4.99
T3803,2022-02-22,C3318,Water Bottle,Sports,1,24.99,24.99,South,PayPal,4.99
T3804,2022-02-22,C3120,Running Shoes,Sports,3,119.99,359.97,West,PayPal,4.99
T3805,2022-02-22,C3699,Backpack,Office,1,59.99,59.99,South,Debit Card,9.99
T3806,2022-02-22,C3809,Laptop Stand,Electronics,1,49.99,49.99,East,PayPal,0.0
T3807,2022-02-22,C1710,Phone Case,Electronics,1,19.99,19.99,North,PayPal,9.99
T3808,2022-02-22,C4235,Running Shoes,Sports,1,119.99,119.99,East,Debit Card,9.99
T3809,2022-02-22,C2604,Phone Case,Electronics,2,19.99,39.98,West,PayPal,9.99
T3810,2022-02-22,C1599,Phone Case,Electronics,2,19.99,39.98,East,Credit Card,4.99
T3811,2022-02-22,C4330,Yoga Mat,Sports,1,29.99,29.99,Central,Gift Card,0.0
T3812,2022-02-22,C4826,Yoga Mat,Sports,1,29.99,29.99,East,Gift Card,4.99
T3813,2022-02-22,C2134,Notebook Set,Office,1,14.99,14.99,Central,Gift Card,0.0
T3814,2022-02-22,C3005,Laptop Stand,Electronics,1,41.77,41.77,Central,Credit Card,4.99
T3815,2022-02-22,C1489,Desk Lamp,Home,2,39.99,79.98,South,Debit Card,0.0
T3816,2022-02-22,C1223,Water Bottle,Sports,2,24.99,49.98,North,Credit Card,4.99
T3817,2022-02-22,C2099,Yoga Mat,Sports,1,29.99,29.99,South,Credit Card,9.99
T3818,2022-02-22,C1163,Bluetooth Speaker,Electronics,2,69.99,139.98,Central,Credit Card,0.0
T3819,2022-02-22,C3557,Yoga Mat,Sports,1,29.99,29.99,East,PayPal,4.99
T3820,2022-02-22,C3532,Running Shoes,Sports,2,119.99,239.98,Central,PayPal,9.99
T3821,2022-02-22,C1621,Water Bottle,Sports,1,24.99,24.99,North,PayPal,0.0
T3822,2022-02-22,C4379,Coffee Maker,Home,2,89.99,179.98,West,Debit Card,9.99
T3823,2022-02-22,C3339,Backpack,Office,2,46.92,93.83,Central,PayPal,4.99
T3824,2022-02-22,C1905,Yoga Mat,Sports,1,27.56,27.56,South,Gift Card,9.99
T3825,2022-02-22,C4758,Coffee Maker,Home,2,89.99,179.98,South,PayPal,0.0
T3826,2022-02-22,C2263,Wireless Earbuds,Electronics,1,79.99,79.99,West,Gift Card,4.99
T3827,2022-02-22,C4470,Running Shoes,Sports,1,119.99,119.99,North,Gift Card,9.99
T3828,2022-02-22,C4027,Phone Case,Electronics,1,19.99,19.99,West,Gift Card,0.0
T3829,2022-02-22,C1840,Notebook Set,Office,3,14.99,44.97,West,Gift Card,9.99
T3830,2022-02-22,C3044,Water Bottle,Sports,2,24.99,49.98,Central,Gift Card,4.99
T3831,2022-02-22,C1591,Backpack,Office,2,59.99,119.98,North,Gift Card,0.0
T3832,2022-02-22,C2287,Desk Lamp,Home,2,39.99,79.98,East,Gift Card,4.99
T3833,2022-02-22,C4680,Running Shoes,Sports,1,119.99,119.99,South,Gift Card,9.99
T3834,2022-02-22,C3811,Phone Case,Electronics,2,19.99,39.98,,Debit Card,9.99
T3835,2022-02-22,C1089,Kitchen Knife Set,Home,1,89.25,89.25,West,PayPal,4.99
T3836,2022-02-22,C2824,Desk Lamp,Home,1,33.48,33.48,West,Credit Card,4.99
T3837,2022-02-22,C2102,Laptop Stand,Electronics,1,49.99,49.99,East,PayPal,4.99
T3838,2022-02-22,C4496,Coffee Maker,Home,2,89.99,179.98,,Debit Card,0.0
T3839,2022-02-22,C4115,Desk Lamp,Home,2,39.99,79.98,South,Credit Card,9.99
T3840,2022-02-22,C1205,Coffee Maker,Home,1,80.01,80.01,East,Credit Card,9.99
T3841,2022-02-22,C2200,Laptop Stand,Electronics,1,49.99,49.99,South,Gift Card,4.99
T3842,2022-02-22,C2276,Coffee Maker,Home,2,89.99,179.98,South,Credit Card,0.0
T3843,2022-02-23,C3345,Yoga Mat,Sports,2,29.99,59.98,South,PayPal,9.99
T3844,2022-02-23,C4665,Phone Case,Electronics,1,19.99,19.99,South,Debit Card,0.0
T3845,2022-02-23,C1315,Running Shoes,Sports,3,119.99,359.97,North,Credit Card,4.99
T3846,2022-02-23,C4191,Coffee Maker,Home,1,89.99,89.99,West,PayPal,9.99
T3847,2022-02-23,C4818,Coffee Maker,Home,1,89.99,89.99,South,Debit Card,0.0
T3848,2022-02-23,C4138,Water Bottle,Sports,2,24.99,49.98,East,Credit Card,9.99
T3849,2022-02-23,C2613,Notebook Set,Office,2,14.99,29.98,South,Debit Card,0.0
T3850,2022-02-23,C1541,Phone Case,Electronics,1,19.99,19.99,South,PayPal,9.99
T3851,2022-02-23,C2863,Laptop Stand,Electronics,2,49.99,99.98,South,Credit Card,9.99
T3852,2022-02-23,C3482,Running Shoes,Sports,1,119.99,119.99,North,Credit Card,4.99
T3853,2022-02-23,C4272,Coffee Maker,Home,1,75.79,75.79,West,Gift Card,9.99
T3854,2022-02-23,C4640,Notebook Set,Office,1,14.99,14.99,Central,Gift Card,9.99
T3855,2022-02-23,C3480,Notebook Set,Office,2,14.99,29.98,Central,Gift Card,4.99
T3856,2022-02-23,C1683,Notebook Set,Office,1,14.99,14.99,Central,Gift Card,0.0
T3857,2022-02-23,C3456,Wireless Earbuds,Electronics,1,79.99,79.99,East,PayPal,0.0
T3858,2022-02-23,C2567,Backpack,Office,1,59.99,59.99,West,PayPal,4.99
T3859,2022-02-23,C1813,Wireless Earbuds,Electronics,2,79.99,159.98,North,Debit Card,4.99
T3860,2022-02-23,C2842,Bluetooth Speaker,Electronics,1,69.99,69.99,Central,Debit Card,9.99
T3861,2022-02-23,C1582,Laptop Stand,Electronics,2,49.99,99.98,North,Debit Card,4.99
T3862,2022-02-23,C2910,Laptop Stand,Electronics,1,49.99,49.99,West,PayPal,0.0
T3863,2022-02-23,C2005,Phone Case,Electronics,1,18.83,18.83,South,Credit Card,4.99
T3864,2022-02-23,C2583,Water Bottle,Sports,1,21.07,21.07,West,Credit Card,9.99
T3865,2022-02-23,C3099,Laptop Stand,Electronics,2,49.99,99.98,Central,Gift Card,0.0
T3866,2022-02-23,C2271,Phone Case,Electronics,2,16.32,32.64,Central,Debit Card,0.0
T3867,2022-02-23,C2104,Yoga Mat,Sports,1,26.76,26.76,North,Credit Card,9.99
T3868,2022-02-23,C2520,Running Shoes,Sports,1,119.99,119.99,North,Gift Card,4.99
T3869,2022-02-23,C2885,Water Bottle,Sports,1,24.99,24.99,East,PayPal,4.99
T3870,2022-02-23,C1505,Water Bottle,Sports,1,21.33,21.33,West,Gift Card,4.99
T3871,2022-02-23,C3984,Notebook Set,Office,1,13.58,13.58,Central,Credit Card,0.0
T3872,2022-02-23,C3925,Desk Lamp,Home,1,39.99,39.99,West,PayPal,0.0
T3873,2022-02-23,C1804,Coffee Maker,Home,1,89.99,89.99,North,Gift Card,4.99
T3874,2022-02-23,C1180,Desk Lamp,Home,1,39.99,39.99,,Credit Card,0.0
T3875,2022-02-23,C1793,Running Shoes,Sports,1,119.99,119.99,West,Debit Card,4.99
T3876,2022-02-23,C4752,Notebook Set,Office,2,14.99,29.98,South,Credit Card,0.0
T3877,2022-02-23,C2087,Coffee Maker,Home,1,89.99,89.99,West,Credit Card,0.0
T3878,2022-02-23,C1678,Phone Case,Electronics,1,19.99,19.99,West,Credit Card,0.0
T3879,2022-02-23,C4683,Bluetooth Speaker,Electronics,2,69.99,139.98,East,PayPal,4.99
T3880,2022-02-23,C3244,Laptop Stand,Electronics,1,49.99,49.99,East,PayPal,9.99
T3881,2022-02-23,C4421,Coffee Maker,Home,1,89.99,89.99,Central,PayPal,9.99
T3882,2022-02-23,C1091,Running Shoes,Sports,1,119.99,119.99,West,Gift Card,4.99
T3883,2022-02-23,C2231,Water Bottle,Sports,1,24.99,24.99,West,Gift Card,0.0
T3884,2022-02-23,C4535,Backpack,Office,1,59.99,59.99,East,Credit Card,0.0
T3885,2022-02-23,C4209,Notebook Set,Office,1,14.99,14.99,South,Debit Card,4.99
